children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
0,109.0,36,masters degree,0,married,0,F,partner,1,79574.90710635444,to buy a car,30-40,deudor,sin hijos,27000+,car,1
0,13945.0,64,secondary education,1,unmarried,4,M,retiree,1,84008.52911841894,buying my own car,60+,deudor,sin hijos,27000+,car,1
3,15024.0,42,secondary education,1,civil partnership,1,F,retiree,1,66187.8160414989,having a wedding,40-50,deudor,con hijos,27000+,wedding,1
0,14759.0,60,secondary education,1,widow / widower,2,F,retiree,1,51766.9605337275,car purchase,60+,deudor,sin hijos,27000+,car,1
0,14798.0,60,secondary education,1,married,0,M,retiree,1,153686.24962253796,cars,60+,deudor,sin hijos,27000+,car,1
0,15572.0,62,secondary education,1,married,0,F,retiree,1,174526.1247729359,property renovation,60+,deudor,sin hijos,27000+,real estate,1
1,25.0,39,secondary education,1,divorced,3,F,employee,1,117334.00942208208,property,30-40,deudor,con hijos,27000+,real estate,1
1,90.0,37,secondary education,1,civil partnership,1,F,employee,1,85757.415638704,purchase of a car,30-40,deudor,con hijos,27000+,car,1
1,11.0,41,secondary education,1,widow / widower,2,F,employee,1,134047.6179294667,university education,40-50,deudor,con hijos,27000+,education,1
1,85.0,34,masters degree,0,married,0,F,partner,1,261102.0745172505,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
1,30.0,34,secondary education,1,married,0,F,employee,1,104589.2670030752,buy commercial real estate,30-40,deudor,con hijos,27000+,real estate,1
0,27.0,56,secondary education,1,married,0,M,employee,1,254796.55273527783,purchase of a car,50-60,deudor,sin hijos,27000+,car,1
0,14954.0,60,secondary education,1,civil partnership,1,F,retiree,1,295087.21130369784,wedding ceremony,60+,deudor,sin hijos,27000+,wedding,1
2,15.0,49,secondary education,1,divorced,3,M,employee,1,104473.1722605162,transactions with my real estate,40-50,deudor,con hijos,27000+,real estate,1
2,30.0,38,masters degree,0,married,0,M,partner,1,198479.6607749921,supplementary education,30-40,deudor,con hijos,27000+,education,1
0,7.0,26,secondary education,1,unmarried,4,M,employee,1,85776.86858391698,second-hand car purchase,20-30,deudor,sin hijos,27000+,car,1
0,158.0,36,secondary education,1,married,0,F,employee,1,133761.17289500177,housing,30-40,deudor,sin hijos,27000+,real estate,1
2,114.0,30,secondary education,1,married,0,F,employee,1,130031.41662970236,construction of own property,30-40,deudor,con hijos,27000+,real estate,1
0,114.0,39,secondary education,1,unmarried,4,M,employee,1,109354.96635699958,housing,30-40,deudor,sin hijos,27000+,real estate,1
2,11.0,34,secondary education,1,married,0,F,partner,1,132292.72350757677,buy residential real estate,30-40,deudor,con hijos,27000+,real estate,1
0,31.0,34,secondary education,1,civil partnership,1,F,employee,1,309149.3812214838,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,128.0,35,secondary education,1,unmarried,4,M,employee,1,202154.49016660952,construction of own property,30-40,deudor,con hijos,27000+,real estate,1
0,55.0,25,bachelor degree,2,unmarried,4,M,partner,1,402414.3766474209,building a property,20-30,deudor,sin hijos,27000+,real estate,1
1,96.0,29,masters degree,0,married,0,F,employee,1,62146.74776963358,buy commercial real estate,20-30,deudor,con hijos,27000+,real estate,1
1,99.0,39,secondary education,1,married,0,F,partner,1,189435.38909895785,construction of own property,30-40,deudor,con hijos,27000+,real estate,1
0,26.0,43,secondary education,1,divorced,3,F,partner,1,157113.43084422426,buy commercial real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,81.0,32,secondary education,1,civil partnership,1,F,employee,1,120397.0969708584,to have a wedding,30-40,deudor,sin hijos,27000+,wedding,1
2,21.0,40,secondary education,1,married,0,F,employee,1,261201.7918378156,car purchase,40-50,deudor,con hijos,27000+,car,1
1,40.0,29,masters degree,0,married,0,M,employee,1,145980.59271282286,buy real estate,20-30,deudor,con hijos,27000+,real estate,1
1,115.0,29,secondary education,1,civil partnership,1,F,employee,1,88914.34629898617,having a wedding,20-30,deudor,con hijos,27000+,wedding,1
0,26.0,38,secondary education,1,married,0,F,employee,1,87537.13087099166,purchase of a car,30-40,deudor,sin hijos,27000+,car,1
1,15.0,38,secondary education,1,unmarried,4,M,employee,1,186546.04007901944,real estate transactions,30-40,deudor,con hijos,27000+,real estate,1
0,78.0,38,secondary education,1,civil partnership,1,M,employee,1,190290.5592016334,to become educated,30-40,deudor,sin hijos,27000+,education,1
1,215.0,37,secondary education,1,married,0,M,employee,1,150195.2234995732,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
0,213.0,49,masters degree,0,married,0,F,partner,1,866784.7877207946,housing transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,110.0,39,secondary education,1,civil partnership,1,F,civil servant,1,112207.35118851624,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
0,141.0,39,secondary education,1,civil partnership,1,F,employee,1,138947.5227582963,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
0,59.0,43,secondary education,1,civil partnership,1,F,employee,1,169663.77753161074,wedding ceremony,40-50,deudor,sin hijos,27000+,wedding,1
0,15320.0,58,secondary education,1,married,0,F,retiree,1,87374.12119481695,construction of own property,50-60,deudor,sin hijos,27000+,real estate,1
0,16.0,34,secondary education,1,divorced,3,F,employee,1,116416.73289961994,buy real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,124.0,33,secondary education,1,married,0,M,employee,1,224670.1092297877,to buy a car,30-40,deudor,con hijos,27000+,car,1
0,75.0,31,secondary education,1,unmarried,4,M,employee,1,108009.3374061646,education,30-40,deudor,sin hijos,27000+,education,1
1,156.0,55,secondary education,1,married,0,M,partner,1,48672.28585412433,to buy a car,50-60,deudor,con hijos,27000+,car,1
1,49.0,31,masters degree,0,unmarried,4,M,partner,1,245428.9573368104,building a property,30-40,deudor,con hijos,27000+,real estate,1
0,13.0,26,secondary education,1,unmarried,4,M,employee,1,94534.7442879116,car purchase,20-30,deudor,sin hijos,27000+,car,1
0,81.0,30,masters degree,0,married,0,F,partner,1,463567.1358858802,profile education,30-40,deudor,sin hijos,27000+,education,1
0,18.0,27,secondary education,1,unmarried,4,F,employee,1,61309.31972009612,buy commercial real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,14259.0,56,secondary education,1,widow / widower,2,F,retiree,1,125946.8036709738,real estate transactions,50-60,deudor,sin hijos,27000+,real estate,1
0,67.0,31,secondary education,1,married,0,F,civil servant,1,90521.03266957476,to get asupplementary education,30-40,deudor,sin hijos,27000+,education,1
0,100.0,53,secondary education,1,married,0,F,employee,1,142957.07551441493,purchase of the house for my family,50-60,deudor,sin hijos,27000+,real estate,1
0,34.0,30,secondary education,1,civil partnership,1,F,employee,1,133414.40229959553,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
0,135.0,25,secondary education,1,married,0,M,employee,1,158120.34036409436,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
1,1.0,31,secondary education,1,married,0,F,employee,1,166952.41542669243,university education,30-40,deudor,con hijos,27000+,education,1
0,6.0,43,secondary education,1,married,0,F,employee,1,116245.24618637512,second-hand car purchase,40-50,deudor,sin hijos,27000+,car,1
1,22.0,41,masters degree,0,married,0,M,partner,1,176231.69064607378,purchase of a car,40-50,deudor,con hijos,27000+,car,1
0,91.0,56,secondary education,1,married,0,F,partner,1,161805.63384663992,buy residential real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,20.0,33,secondary education,1,married,0,F,employee,1,94529.45550486453,car,30-40,deudor,sin hijos,27000+,car,1
0,74.0,48,secondary education,1,married,0,F,partner,1,305391.17770466267,purchase of the house for my family,40-50,deudor,sin hijos,27000+,real estate,1
1,21.0,53,masters degree,0,married,0,M,partner,1,135607.2364002394,construction of own property,50-60,deudor,con hijos,27000+,real estate,1
0,29.0,23,secondary education,1,civil partnership,1,M,employee,1,102933.81202163752,to have a wedding,20-30,deudor,sin hijos,27000+,wedding,1
0,18.0,35,masters degree,0,married,0,M,employee,1,136285.67082809145,purchase of my own house,30-40,deudor,sin hijos,27000+,real estate,1
1,249.0,43,secondary education,1,married,0,M,employee,1,73750.86063430298,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
1,109.0,27,secondary education,1,divorced,3,M,employee,1,191693.05603823203,purchase of the house,20-30,deudor,con hijos,27000+,real estate,1
2,72.0,43,secondary education,1,married,0,F,employee,1,186705.94380331732,property renovation,40-50,deudor,con hijos,27000+,real estate,1
1,40.0,31,masters degree,0,divorced,3,F,employee,1,134714.75150650524,transactions with my real estate,30-40,deudor,con hijos,27000+,real estate,1
0,15900.0,55,secondary education,1,widow / widower,2,F,retiree,1,137366.31368185228,buying property for renting out,50-60,deudor,sin hijos,27000+,real estate,1
0,82.0,33,primary education,3,married,0,F,employee,1,140638.6193242023,purchase of the house,30-40,deudor,sin hijos,27000+,real estate,1
1,37.0,25,secondary education,1,married,0,F,employee,1,172061.8225579248,going to university,20-30,deudor,con hijos,27000+,education,1
1,304.0,38,secondary education,1,married,0,F,employee,1,64401.54725686782,education,30-40,deudor,con hijos,27000+,education,1
0,98.0,49,secondary education,1,unmarried,4,F,employee,1,177166.07843024633,housing transactions,40-50,deudor,sin hijos,27000+,real estate,1
1,138.0,38,secondary education,1,unmarried,4,F,employee,1,123907.77247686384,getting an education,30-40,deudor,con hijos,27000+,education,1
0,33.0,48,secondary education,1,civil partnership,1,F,employee,1,85562.49854305496,buying my own car,40-50,deudor,sin hijos,27000+,car,1
0,52.0,41,masters degree,0,civil partnership,1,F,partner,1,69045.24097232634,education,40-50,deudor,sin hijos,27000+,education,1
1,10.0,31,secondary education,1,unmarried,4,M,employee,1,148067.02464526566,to own a car,30-40,deudor,con hijos,27000+,car,1
0,92.0,28,secondary education,1,married,0,M,partner,1,120049.4994007901,to buy a car,20-30,deudor,sin hijos,27000+,car,1
0,60.0,31,secondary education,1,married,0,F,employee,1,272847.0526180808,buying my own car,30-40,deudor,sin hijos,27000+,car,1
0,21.0,41,secondary education,1,civil partnership,1,F,employee,1,88866.86744921257,profile education,40-50,deudor,sin hijos,27000+,education,1
1,183.0,64,secondary education,1,divorced,3,F,civil servant,1,135926.42246196026,housing transactions,60+,deudor,con hijos,27000+,real estate,1
2,95.0,31,secondary education,1,married,0,F,employee,1,131068.0595395822,construction of own property,30-40,deudor,con hijos,27000+,real estate,1
2,30.0,42,secondary education,1,married,0,F,employee,1,90627.47677264817,purchase of the house,40-50,deudor,con hijos,27000+,real estate,1
0,16368.0,60,secondary education,1,married,0,F,retiree,1,64336.65777694253,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
0,21.0,27,secondary education,1,married,0,M,employee,1,157704.34680334778,property renovation,20-30,deudor,sin hijos,27000+,real estate,1
2,42.0,31,secondary education,1,married,0,F,civil servant,1,226895.9358243945,going to university,30-40,deudor,con hijos,27000+,education,1
0,15408.0,56,secondary education,1,civil partnership,1,F,retiree,1,90402.07894713795,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
1,127.0,40,secondary education,1,married,0,F,partner,1,136618.50575613108,transactions with my real estate,40-50,deudor,con hijos,27000+,real estate,1
0,142.0,30,secondary education,1,married,0,M,employee,1,94341.12141619452,building a real estate,30-40,deudor,sin hijos,27000+,real estate,1
2,50.0,43,secondary education,1,married,0,F,employee,1,317322.545019647,housing,40-50,deudor,con hijos,27000+,real estate,1
0,26.0,27,secondary education,1,married,0,F,employee,1,141028.39879445356,getting higher education,20-30,deudor,sin hijos,27000+,education,1
0,44.0,59,secondary education,1,married,0,M,partner,1,205621.686099928,buy real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,15098.0,52,secondary education,1,unmarried,4,F,retiree,1,135014.15550034522,property,50-60,deudor,sin hijos,27000+,real estate,1
3,28.0,36,masters degree,0,married,0,F,partner,1,154973.96945763257,building a property,30-40,deudor,con hijos,27000+,real estate,1
1,200.0,62,secondary education,1,married,0,M,employee,1,133205.09702490832,to become educated,60+,deudor,con hijos,27000+,education,1
0,63.0,50,secondary education,1,married,0,M,employee,1,70140.68079894347,education,50-60,deudor,sin hijos,27000+,education,1
1,189.0,35,masters degree,0,unmarried,4,M,employee,1,119992.95998792376,cars,30-40,deudor,con hijos,27000+,car,1
0,16222.0,58,secondary education,1,married,0,F,retiree,1,364179.7319248493,car,50-60,deudor,sin hijos,27000+,car,1
1,92.0,25,secondary education,1,unmarried,4,M,employee,1,407753.1234441871,transactions with my real estate,20-30,deudor,con hijos,27000+,real estate,1
0,14032.0,59,secondary education,1,civil partnership,1,F,retiree,1,87485.12097715947,wedding ceremony,50-60,deudor,sin hijos,27000+,wedding,1
0,14042.0,67,secondary education,1,widow / widower,2,F,retiree,1,81824.20275134924,to become educated,60+,deudor,sin hijos,27000+,education,1
1,47.0,34,secondary education,1,married,0,M,employee,1,196018.7855646657,building a property,30-40,deudor,con hijos,27000+,real estate,1
1,7.0,40,masters degree,0,unmarried,4,F,employee,1,141936.7972842977,housing,40-50,deudor,con hijos,27000+,real estate,1
0,175.0,50,secondary education,1,married,0,F,partner,1,83294.29171704613,profile education,50-60,deudor,sin hijos,27000+,education,1
0,33.0,24,secondary education,1,unmarried,4,F,partner,1,112763.36529549464,housing transactions,20-30,deudor,sin hijos,27000+,real estate,1
0,15590.0,66,secondary education,1,civil partnership,1,F,retiree,1,64842.174141223935,wedding ceremony,60+,deudor,sin hijos,27000+,wedding,1
2,50.0,48,bachelor degree,2,married,0,F,partner,1,184360.6793259432,buy residential real estate,40-50,deudor,con hijos,27000+,real estate,1
1,213.0,37,secondary education,1,civil partnership,1,F,employee,1,38484.664062721946,wedding ceremony,30-40,deudor,con hijos,27000+,wedding,1
0,15868.0,59,secondary education,1,divorced,3,F,retiree,1,137270.6191269265,buying a second-hand car,50-60,deudor,sin hijos,27000+,car,1
0,103.0,43,secondary education,1,married,0,F,partner,1,95655.87276173627,transactions with the residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
1,117.0,25,bachelor degree,2,married,0,F,employee,1,107062.7863315784,going to university,20-30,deudor,con hijos,27000+,education,1
0,82.0,26,bachelor degree,2,civil partnership,1,F,partner,1,116736.4292453267,to have a wedding,20-30,deudor,sin hijos,27000+,wedding,1
0,52.0,32,secondary education,1,married,0,F,employee,1,198646.36901018835,to become educated,30-40,deudor,sin hijos,27000+,education,1
0,50.0,64,secondary education,1,married,0,M,employee,1,204643.7590094061,to own a car,60+,deudor,sin hijos,27000+,car,1
0,100.0,44,secondary education,1,married,0,M,employee,1,109862.718433375,buying property for renting out,40-50,deudor,sin hijos,27000+,real estate,1
0,71.0,53,secondary education,1,married,0,F,employee,1,86007.87644097176,property,50-60,deudor,sin hijos,27000+,real estate,1
0,64.0,55,secondary education,1,civil partnership,1,F,employee,1,93231.5796352974,to have a wedding,50-60,deudor,sin hijos,27000+,wedding,1
0,63.0,52,secondary education,1,married,0,F,employee,1,250962.92685659527,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
0,147.0,43,secondary education,1,civil partnership,1,F,employee,1,110485.45604274455,wedding ceremony,40-50,deudor,sin hijos,27000+,wedding,1
1,71.0,49,masters degree,0,civil partnership,1,M,employee,1,245645.5622728405,building a real estate,40-50,deudor,con hijos,27000+,real estate,1
0,15.0,44,secondary education,1,civil partnership,1,F,employee,1,171886.88788940886,car purchase,40-50,deudor,sin hijos,27000+,car,1
0,35.0,34,bachelor degree,2,unmarried,4,M,employee,1,177896.49655594875,building a property,30-40,deudor,sin hijos,27000+,real estate,1
1,17.0,35,secondary education,1,civil partnership,1,M,employee,1,146981.3449841308,housing,30-40,deudor,con hijos,27000+,real estate,1
1,5.0,47,secondary education,1,married,0,F,employee,1,83506.36531239907,to become educated,40-50,deudor,con hijos,27000+,education,1
0,184.0,53,masters degree,0,civil partnership,1,F,partner,1,434023.4278135577,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
0,219.0,32,secondary education,1,civil partnership,1,F,employee,1,79215.35509407632,to become educated,30-40,deudor,sin hijos,27000+,education,1
2,90.0,29,masters degree,0,married,0,F,partner,1,276378.8831360556,building a real estate,20-30,deudor,con hijos,27000+,real estate,1
1,14989.0,56,secondary education,1,married,0,M,retiree,1,189736.06373055448,housing transactions,50-60,deudor,con hijos,27000+,real estate,1
0,40.0,52,secondary education,1,married,0,M,employee,1,193754.43040616176,property,50-60,deudor,sin hijos,27000+,real estate,1
1,148.0,39,secondary education,1,married,0,F,employee,1,204099.96919524347,real estate transactions,30-40,deudor,con hijos,27000+,real estate,1
1,42.0,30,secondary education,1,civil partnership,1,M,employee,1,99357.2696921116,going to university,30-40,deudor,con hijos,27000+,education,1
0,34.0,49,secondary education,1,married,0,M,employee,1,253977.0577395536,housing,40-50,deudor,sin hijos,27000+,real estate,1
3,40.0,38,secondary education,1,married,0,M,partner,1,376798.5690553683,buy residential real estate,30-40,deudor,con hijos,27000+,real estate,1
0,119.0,30,secondary education,1,civil partnership,1,M,employee,1,99040.90624469264,university education,30-40,deudor,sin hijos,27000+,education,1
0,16296.0,57,secondary education,1,widow / widower,2,F,retiree,1,155902.46195398687,getting higher education,50-60,deudor,sin hijos,27000+,education,1
0,137.0,47,masters degree,0,unmarried,4,F,partner,1,163126.6305344731,car purchase,40-50,deudor,sin hijos,27000+,car,1
0,24.0,49,secondary education,1,married,0,F,employee,1,77567.17296312304,transactions with the residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
1,11.0,26,secondary education,1,civil partnership,1,M,employee,1,129268.33446975006,transactions with the residential real estate,20-30,deudor,con hijos,27000+,real estate,1
0,188.0,47,masters degree,0,civil partnership,1,F,civil servant,1,253357.8253489021,wedding ceremony,40-50,deudor,sin hijos,27000+,wedding,1
1,59.0,42,secondary education,1,married,0,F,partner,1,230426.74585421,getting higher education,40-50,deudor,con hijos,27000+,education,1
0,96.0,29,masters degree,0,unmarried,4,F,employee,1,120162.186005545,to own a car,20-30,deudor,sin hijos,27000+,car,1
0,14868.0,57,secondary education,1,unmarried,4,F,retiree,1,146467.66616272408,second-hand car purchase,50-60,deudor,sin hijos,27000+,car,1
0,57.0,40,secondary education,1,married,0,F,employee,1,98579.15789021678,education,40-50,deudor,sin hijos,27000+,education,1
2,42.0,33,secondary education,1,married,0,F,employee,1,225783.35164888843,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
0,19.0,53,masters degree,0,unmarried,4,M,partner,1,86373.52195260923,going to university,50-60,deudor,sin hijos,27000+,education,1
0,44.0,48,secondary education,1,married,0,F,employee,1,71793.1771870627,transactions with my real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,27.0,23,secondary education,1,civil partnership,1,M,partner,1,96153.87249006733,to have a wedding,20-30,deudor,sin hijos,27000+,wedding,1
0,219.0,55,secondary education,1,civil partnership,1,M,employee,1,177319.36583702746,car,50-60,deudor,sin hijos,27000+,car,1
0,507.0,55,masters degree,0,married,0,F,employee,1,158535.45229733238,supplementary education,50-60,deudor,sin hijos,27000+,education,1
0,121.0,43,secondary education,1,married,0,F,employee,1,79812.62919877442,building a property,40-50,deudor,sin hijos,27000+,real estate,1
0,14332.0,60,masters degree,0,unmarried,4,F,retiree,1,89463.36646949762,education,60+,deudor,sin hijos,27000+,education,1
1,119.0,42,secondary education,1,married,0,M,employee,1,228840.29305331185,buy commercial real estate,40-50,deudor,con hijos,27000+,real estate,1
0,9.0,25,masters degree,0,unmarried,4,M,employee,1,203068.76508751945,buying property for renting out,20-30,deudor,sin hijos,27000+,real estate,1
0,10.0,32,masters degree,0,married,0,M,employee,1,347215.76956674084,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,7.0,43,secondary education,1,married,0,F,partner,1,106193.28527409672,buying a second-hand car,40-50,deudor,sin hijos,27000+,car,1
0,35.0,54,masters degree,0,unmarried,4,F,employee,1,281085.5926285759,education,50-60,deudor,sin hijos,27000+,education,1
0,110.0,25,masters degree,0,married,0,M,partner,1,113971.52105549324,purchase of my own house,20-30,deudor,sin hijos,27000+,real estate,1
0,115.0,46,secondary education,1,married,0,F,employee,1,141828.91539495613,purchase of my own house,40-50,deudor,sin hijos,27000+,real estate,1
0,49.0,33,primary education,3,married,0,F,partner,1,78892.0909047972,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,95.0,38,secondary education,1,unmarried,4,F,civil servant,1,137925.0410404203,building a property,30-40,deudor,sin hijos,27000+,real estate,1
0,14419.0,60,masters degree,0,married,0,M,retiree,1,155950.39082793114,building a real estate,60+,deudor,sin hijos,27000+,real estate,1
0,15247.0,65,secondary education,1,divorced,3,F,retiree,1,147842.7718087775,property renovation,60+,deudor,sin hijos,27000+,real estate,1
0,25.0,65,secondary education,1,civil partnership,1,M,civil servant,1,76604.06334253412,wedding ceremony,60+,deudor,sin hijos,27000+,wedding,1
1,14.0,25,secondary education,1,civil partnership,1,F,employee,1,172040.7327271101,buy residential real estate,20-30,deudor,con hijos,27000+,real estate,1
1,218.0,36,secondary education,1,married,0,F,partner,1,104893.5188981974,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
0,25.0,23,secondary education,1,married,0,F,employee,1,101185.85603246107,purchase of a car,20-30,deudor,sin hijos,27000+,car,1
1,15921.0,56,secondary education,1,widow / widower,2,M,retiree,1,162376.69702902532,transactions with my real estate,50-60,deudor,con hijos,27000+,real estate,1
0,40.0,32,secondary education,1,married,0,F,employee,1,36270.441954933405,buy commercial real estate,30-40,deudor,sin hijos,27000+,real estate,1
2,8.0,40,secondary education,1,married,0,F,employee,1,43410.13578881951,housing,40-50,deudor,con hijos,27000+,real estate,1
2,38.0,37,secondary education,1,married,0,F,partner,1,212811.56858537943,buying a second-hand car,30-40,deudor,con hijos,27000+,car,1
0,9.0,31,masters degree,0,unmarried,4,M,partner,1,230738.10534979543,buy residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
2,4.0,32,secondary education,1,unmarried,4,F,employee,1,181617.13108543388,buy commercial real estate,30-40,deudor,con hijos,27000+,real estate,1
0,48.0,32,secondary education,1,unmarried,4,F,employee,1,164175.28245251373,buying my own car,30-40,deudor,sin hijos,27000+,car,1
0,24.0,35,secondary education,1,unmarried,4,M,employee,1,70346.79184058442,to buy a car,30-40,deudor,sin hijos,27000+,car,1
0,123.0,42,secondary education,1,civil partnership,1,M,employee,1,154917.74300264206,buy real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,22.0,49,secondary education,1,divorced,3,F,employee,1,317079.6860420736,buy residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
1,130.0,29,secondary education,1,civil partnership,1,F,civil servant,1,70153.26063868993,to have a wedding,20-30,deudor,con hijos,27000+,wedding,1
1,11.0,42,secondary education,1,civil partnership,1,F,employee,1,135687.35701447778,buy residential real estate,40-50,deudor,con hijos,27000+,real estate,1
0,31.0,31,secondary education,1,civil partnership,1,F,partner,1,204255.6977907252,car purchase,30-40,deudor,sin hijos,27000+,car,1
2,188.0,34,masters degree,0,married,0,M,employee,1,102153.35818998097,to get asupplementary education,30-40,deudor,con hijos,27000+,education,1
0,68.0,45,secondary education,1,civil partnership,1,F,employee,1,123609.0924538684,to have a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,32.0,50,bachelor degree,2,unmarried,4,M,partner,1,291424.2292118726,to become educated,50-60,deudor,sin hijos,27000+,education,1
1,197.0,39,secondary education,1,civil partnership,1,F,employee,1,78779.18965289423,purchase of my own house,30-40,deudor,con hijos,27000+,real estate,1
0,8.0,24,secondary education,1,unmarried,4,M,employee,1,342061.058131963,buy real estate,20-30,deudor,sin hijos,27000+,real estate,1
1,17.0,32,secondary education,1,civil partnership,1,F,employee,1,175947.68297531226,purchase of my own house,30-40,deudor,con hijos,27000+,real estate,1
1,8.0,40,secondary education,1,married,0,M,employee,1,136489.67747760675,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
0,16083.0,65,secondary education,1,married,0,F,retiree,1,65832.88267482747,education,60+,deudor,sin hijos,27000+,education,1
1,103.0,40,masters degree,0,married,0,F,partner,1,165159.22286888998,real estate transactions,40-50,deudor,con hijos,27000+,real estate,1
0,32.0,38,secondary education,1,married,0,F,employee,1,138928.77970595867,real estate transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,56.0,39,secondary education,1,married,0,M,employee,1,142531.6613252666,purchase of the house for my family,30-40,deudor,sin hijos,27000+,real estate,1
0,15750.0,68,secondary education,1,married,0,F,retiree,1,55863.87595492986,buy real estate,60+,deudor,sin hijos,27000+,real estate,1
0,80.0,30,masters degree,0,unmarried,4,M,employee,1,163106.41058848536,getting an education,30-40,deudor,sin hijos,27000+,education,1
3,95.0,34,secondary education,1,married,0,M,employee,1,171439.76059431714,purchase of the house for my family,30-40,deudor,con hijos,27000+,real estate,1
0,17.0,26,secondary education,1,civil partnership,1,F,employee,1,102010.30366570156,building a property,20-30,deudor,sin hijos,27000+,real estate,1
0,19.0,21,secondary education,1,unmarried,4,M,employee,1,166968.66886823214,purchase of a car,20-30,deudor,sin hijos,27000+,car,1
2,33.0,39,masters degree,0,married,0,M,employee,1,129193.62563740204,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
0,15345.0,70,secondary education,1,widow / widower,2,F,retiree,1,77348.80439334166,to own a car,60+,deudor,sin hijos,27000+,car,1
0,50.0,21,masters degree,0,unmarried,4,M,civil servant,1,197361.07557298613,cars,20-30,deudor,sin hijos,27000+,car,1
0,85.0,48,secondary education,1,married,0,F,employee,1,143033.12169305884,buying my own car,40-50,deudor,sin hijos,27000+,car,1
1,39.0,30,secondary education,1,married,0,F,employee,1,103819.33639282564,real estate transactions,30-40,deudor,con hijos,27000+,real estate,1
1,33.0,25,secondary education,1,married,0,F,employee,1,148265.41403341273,university education,20-30,deudor,con hijos,27000+,education,1
2,35.0,32,secondary education,1,married,0,F,civil servant,1,104693.0762771446,purchase of my own house,30-40,deudor,con hijos,27000+,real estate,1
0,67.0,50,secondary education,1,married,0,M,partner,1,172434.05072625793,university education,50-60,deudor,sin hijos,27000+,education,1
1,96.0,38,secondary education,1,married,0,F,employee,1,98242.110471945,purchase of the house,30-40,deudor,con hijos,27000+,real estate,1
0,19.0,55,secondary education,1,civil partnership,1,F,partner,1,167468.1012224594,property,50-60,deudor,sin hijos,27000+,real estate,1
0,65.0,38,secondary education,1,married,0,M,employee,1,157616.42329707142,property renovation,30-40,deudor,sin hijos,27000+,real estate,1
0,37.0,52,secondary education,1,married,0,F,employee,1,125908.92339386408,housing transactions,50-60,deudor,sin hijos,27000+,real estate,1
0,15999.0,59,secondary education,1,married,0,M,retiree,1,181507.9371010158,property,50-60,deudor,sin hijos,27000+,real estate,1
0,15276.0,56,secondary education,1,civil partnership,1,F,retiree,1,91719.83745578842,having a wedding,50-60,deudor,sin hijos,27000+,wedding,1
0,106.0,37,masters degree,0,married,0,M,employee,1,192093.2287012369,real estate transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,15858.0,60,secondary education,1,married,0,F,retiree,1,149074.72977375874,supplementary education,60+,deudor,sin hijos,27000+,education,1
2,39.0,27,secondary education,1,married,0,M,employee,1,154555.73094385967,transactions with my real estate,20-30,deudor,con hijos,27000+,real estate,1
0,31.0,29,bachelor degree,2,unmarried,4,M,employee,1,197499.64074117556,cars,20-30,deudor,sin hijos,27000+,car,1
1,51.0,43,secondary education,1,married,0,F,employee,1,144938.3238409673,buy residential real estate,40-50,deudor,con hijos,27000+,real estate,1
1,100.0,41,masters degree,0,married,0,F,employee,1,237931.6782929405,purchase of the house for my family,40-50,deudor,con hijos,27000+,real estate,1
1,231.0,40,secondary education,1,married,0,M,partner,1,336082.9877982143,university education,40-50,deudor,con hijos,27000+,education,1
0,65.0,36,secondary education,1,married,0,F,employee,1,159873.74185135766,building a real estate,30-40,deudor,sin hijos,27000+,real estate,1
